#	symbol	entrez	ensembl
GOLGA7B	401647	ENSG00000155265
PLPP1	8611	ENSG00000067113
PPAP2A	8611	ENSG00000067113
TMEM98	26022	ENSG00000006042
KLRD1	3824	ENSG00000134539
ENPP5	59084	ENSG00000112796
WRN	7486	ENSG00000165392
SUSD5	26032	ENSG00000173705
TMEFF1	8577	ENSG00000241697
PDCD11	22984	ENSG00000148843
MCHR2	84539	ENSG00000152034
PDE3B	5140	ENSG00000152270
ALG11	440138	ENSG00000253710
CYP1A2	1544	ENSG00000140505
LCA5	167691	ENSG00000135338
PLCL2	23228	ENSG00000154822
ATG12	9140	ENSG00000145782
TMEM245	23731	ENSG00000106771
SLC27A2	11001	ENSG00000140284
VEGFD	2277	ENSG00000165197
SEL1L3	23231	ENSG00000091490
KIAA0746	23231	ENSG00000091490
NUP58	9818	ENSG00000139496
STAU1	6780	ENSG00000124214
CLCN4	1183	ENSG00000073464
ZNF385D	79750	ENSG00000151789
ERG	2078	ENSG00000157554
HSP90AB1	3326	ENSG00000096384
KLF4	9314	ENSG00000136826
MAGOHB	55110	ENSG00000111196
FLJ10292	55110	ENSG00000111196
SH3YL1	26751	ENSG00000035115
RPL30	6156	ENSG00000156482
PRRX2	51450	ENSG00000167157
CDC45	8318	ENSG00000093009
N4BP2L2	10443	ENSG00000244754
IREB2	3658	ENSG00000136381
TCP11L1	55346	ENSG00000176148
ISCA1	81689	ENSG00000135070
TEX43	389320	ENSG00000196900
RAD18	56852	ENSG00000070950
CDC6	990	ENSG00000094804
FOXE1	2304	ENSG00000178919
SLC7A13	157724	ENSG00000164893
ZNF518B	85460	ENSG00000178163
MED27	9442	ENSG00000160563
CRSP8	9442	ENSG00000160563
KLRB1	3820	ENSG00000111796
ADGRV1	84059	ENSG00000164199
GIPC1	10755	ENSG00000123159
CA13	377677	ENSG00000185015
PNLIPRP3	119548	ENSG00000203837
ZNF732	654254	ENSG00000186777
OLR1	4973	ENSG00000173391
RIBC1	158787	ENSG00000158423
ZNF721	170960	ENSG00000182903
EIF3A	8661	ENSG00000107581
PSMD3	5709	ENSG00000108344
FSBP	100861412	ENSG00000265817
MS4A3	932	ENSG00000149516
MFSD4B	91749	ENSG00000173214
CNDP1	84735	ENSG00000150656
ITGA9	3680	ENSG00000144668
TMEM64	169200	ENSG00000180694
SOX3	6658	ENSG00000134595
DUSP9	1852	ENSG00000130829
COMMD8	54951	ENSG00000169019
C15orf61	145853	ENSG00000189227
ARPC5L	81873	ENSG00000136950
C1QTNF9	338872	ENSG00000240654
ADIF1	338872	ENSG00000240654
PPCDC	60490	ENSG00000138621
TSPYL4	23270	ENSG00000187189
PNCK	139728	ENSG00000130822
TRPM2	7226	ENSG00000142185
LRRC63	220416	ENSG00000173988
SLCO4A1	28231	ENSG00000101187
GFRAL	389400	ENSG00000187871
NIPAL2	79815	ENSG00000104361
ADFP	123	ENSG00000147872
PLIN2	123	ENSG00000147872
OR7C2	26658	ENSG00000127529
SLAIN2	57606	ENSG00000109171
CYP4F2	8529	ENSG00000186115
CLEC4D	338339	ENSG00000166527
LOC647264	647264	ENSG00000285566
PCDH20	64881	ENSG00000280165
LRRC1	55227	ENSG00000137269
SAP18	10284	ENSG00000150459
ISLR	3671	ENSG00000129009
Meflin	3671	ENSG00000129009
PRMT5	10419	ENSG00000100462
ZNF141	7700	ENSG00000131127
IKZF3	22806	ENSG00000161405
HCN4	10021	ENSG00000138622
CSDA	8531	ENSG00000060138
YBX3	8531	ENSG00000060138
TFAP2B	7021	ENSG00000008196
CA2	760	ENSG00000104267
HEL-76	760	ENSG00000104267
ZSCAN30	100101467	ENSG00000186814
NTSR1	4923	ENSG00000101188
MRGBP	55257	ENSG00000101189
ADGRE3	84658	ENSG00000131355
BTBD14A	138151	ENSG00000148411
NACC2	138151	ENSG00000148411
AHNAK	79026	ENSG00000124942
COL19A1	1310	ENSG00000082293
EDC3	80153	ENSG00000179151
BRCA2	675	ENSG00000139618
OGFR	11054	ENSG00000060491
TWSG1	57045	ENSG00000128791
RXRA	6256	ENSG00000186350
NR2B1	6256	ENSG00000186350
THNSL1	79896	ENSG00000185875
ATP12A	479	ENSG00000075673
OCIAD2	132299	ENSG00000145247
RHOBTB1	9886	ENSG00000072422
EFHB	151651	ENSG00000163576
LRATD1	151354	ENSG00000162981
DOK6	220164	ENSG00000206052
COL9A3	1299	ENSG00000092758
LRRC4C	57689	ENSG00000148948
ADAM18	8749	ENSG00000168619
RNF17	56163	ENSG00000132972
BEST1	7439	ENSG00000167995
KIAA1328	57536	ENSG00000150477
TAS2R19	259294	ENSG00000212124
ASAP2	8853	ENSG00000151693
LYZD1	84569	ENSG00000120563
LYZL1	84569	ENSG00000120563
SEPT5	5413	ENSG00000184702
SEPTIN5	5413	ENSG00000184702
PTPRO	5800	ENSG00000151490
TMPPE	643853	ENSG00000188167
ARMH3	79591	ENSG00000120029
MAP2K5	5607	ENSG00000137764
SGO1	151648	ENSG00000129810
SGOL1	151648	ENSG00000129810
NCOA7	135112	ENSG00000111912
PBX3	5090	ENSG00000167081
RBM47	54502	ENSG00000163694
PJA2	9867	ENSG00000198961
CYP4F12	66002	ENSG00000186204
PGAM1	5223	ENSG00000171314
SCGB1D1	10648	ENSG00000168515
FCHO2	115548	ENSG00000157107
BCAP31	10134	ENSG00000185825
ZADH2	284273	ENSG00000180011
ARHGEF7	8874	ENSG00000102606
ANKRD29	147463	ENSG00000154065
SYT7	9066	ENSG00000011347
CYP26A1	1592	ENSG00000095596
MTRES1	51250	ENSG00000130349
NTSR2	23620	ENSG00000169006
MYMX	101929726	ENSG00000262179
PRSS35	167681	ENSG00000146250
FAM13C	220965	ENSG00000148541
CLVS2	134829	ENSG00000146352
TCFL5	10732	ENSG00000101190
ATAD3B	83858	ENSG00000160072
APOB	338	ENSG00000084674
PSAPL1	768239	ENSG00000178597
HRSP12	10247	ENSG00000132541
RIDA	10247	ENSG00000132541
RELL1	768211	ENSG00000181826
NFKBIE	4794	ENSG00000146232
ABCD1	215	ENSG00000101986
PTGER1	5731	ENSG00000160951
DIDO1	11083	ENSG00000101191
QSOX2	169714	ENSG00000165661
IGSF5	150084	ENSG00000183067
GP1BB	2812	ENSG00000203618
TRDN	10345	ENSG00000186439
GNB1L	54584	ENSG00000185838
RAB8A	4218	ENSG00000167461
APC	324	ENSG00000134982
GRIK1	2897	ENSG00000171189
PLXNB3	5365	ENSG00000198753
WDR19	57728	ENSG00000157796
POLR2K	5440	ENSG00000147669
MAPKAP1	79109	ENSG00000119487
PRDM16	63976	ENSG00000142611
TRIM51	84767	ENSG00000124900
WWP1	11059	ENSG00000123124
PIAS2	9063	ENSG00000078043
SMAP1	60682	ENSG00000112305
SLC5A12	159963	ENSG00000148942
RTL10	79680	ENSG00000215012
TPM4	7171	ENSG00000167460
HEL-S-108	7171	ENSG00000167460
SEMA7A	8482	ENSG00000138623
RTN4R	65078	ENSG00000040608
DGCR6L	85359	ENSG00000128185
SRPK3	26576	ENSG00000184343
HSPA12B	116835	ENSG00000132622
LRRFIP2	9209	ENSG00000093167
SCGB1A1	7356	ENSG00000149021
TXNRD2	10587	ENSG00000184470
HADHA	3030	ENSG00000084754
HDHD2	84064	ENSG00000167220
HEL-S-301	84064	ENSG00000167220
TRIQK	286144	ENSG00000205133
ELOVL4	6785	ENSG00000118402
MS4A8	83661	ENSG00000166959
SAMD8	142891	ENSG00000156671
HEL-177	142891	ENSG00000156671
VGLL2	245806	ENSG00000170162
PGAP3	93210	ENSG00000161395
B3GALT5	10317	ENSG00000183778
AJUBA	84962	ENSG00000129474
C20orf27	54976	ENSG00000101220
ITPRIP	85450	ENSG00000148841
REV3L	5980	ENSG00000009413
ADAMTS7	11173	ENSG00000136378
PEX10	5192	ENSG00000157911
HS3ST1	9957	ENSG00000002587
CFAP58	159686	ENSG00000120051
ZNF718	255403	ENSG00000250312
E2F8	79733	ENSG00000129173
MEGF10	84466	ENSG00000145794
DNA2	1763	ENSG00000138346
IER3IP1	51124	ENSG00000134049
SKOR2	652991	ENSG00000215474
C14orf93	60686	ENSG00000100802
MCM3AP	8888	ENSG00000160294
WIPF2	147179	ENSG00000171475
ZAR1	326340	ENSG00000182223
TGIF1	7050	ENSG00000177426
SSR4	6748	ENSG00000180879
PDCL	5082	ENSG00000136940
SPEF1	25876	ENSG00000101222
SKI	6497	ENSG00000157933
TSPAN18	90139	ENSG00000157570
HSDL2	84263	ENSG00000119471
CENPB	1059	ENSG00000125817
PSMA4	5685	ENSG00000041357
PEX14	5195	ENSG00000142655
GABRB1	2560	ENSG00000163288
AP5S1	55317	ENSG00000125843
DCDC2C	728597	ENSG00000214866
E2F5	1875	ENSG00000133740
MAVS	57506	ENSG00000088888
CORIN	10699	ENSG00000145244
SOX11	6664	ENSG00000176887
ILVBL	10994	ENSG00000105135
L1CAM	3897	ENSG00000198910
TNC	3371	ENSG00000041982
AKAP10	11216	ENSG00000108599
OSR1	130497	ENSG00000143867
EEF1G	1937	ENSG00000254772
TTC32	130502	ENSG00000183891
PLCH2	9651	ENSG00000149527
SIGLEC1	6614	ENSG00000088827
DPYSL5	56896	ENSG00000157851
TAF4B	6875	ENSG00000141384
PKD2L1	9033	ENSG00000107593
RALYL	138046	ENSG00000184672
PSMB5	5693	ENSG00000100804
NELL1	4745	ENSG00000165973
EPB41L1	2036	ENSG00000088367
CSF2	1437	ENSG00000164400
GJA1	2697	ENSG00000152661
CXNK2	2697	ENSG00000152661
PSMB11	122706	ENSG00000222028
C14orf119	55017	ENSG00000179933
STX7	8417	ENSG00000079950
LMLN2	100128908	ENSG00000283654
YBEY	54059	ENSG00000182362
HOMEZ	57594	ENSG00000215271
CYP4F8	11283	ENSG00000186526
TADA2A	6871	ENSG00000276234
TMEM26	219623	ENSG00000196932
GRAMD2B	65983	ENSG00000155324
PPP1R3E	90673	ENSG00000235194
CDK8	1024	ENSG00000132964
SPSB1	80176	ENSG00000171621
PMAIP1	5366	ENSG00000141682
IQSEC1	9922	ENSG00000144711
DSG4	147409	ENSG00000175065
EFS	10278	ENSG00000100842
CCNY	219771	ENSG00000108100
MTFR2	113115	ENSG00000146410
KCNV1	27012	ENSG00000164794
C21orf58	54058	ENSG00000160298
HES3	390992	ENSG00000173673
IL25	64806	ENSG00000166090
EFR3B	22979	ENSG00000084710
UQCRB	7381	ENSG00000156467
PGLYRP2	114770	ENSG00000161031
CMTM5	116173	ENSG00000166091
ENPP4	22875	ENSG00000001561
SLC2A5	6518	ENSG00000142583
NUS1	116150	ENSG00000153989
APOBEC1	339	ENSG00000111701
ZNF627	199692	ENSG00000198551
SENP6	26054	ENSG00000112701
DSG3	1830	ENSG00000134757
CLEC7A	64581	ENSG00000172243
ZNF333	84449	ENSG00000160961
PDS5A	23244	ENSG00000121892
TTR	7276	ENSG00000118271
HEL111	7276	ENSG00000118271
CFAP97D2	101929355	ENSG00000283361
CDC16	8881	ENSG00000130177
SPACA3	124912	ENSG00000141316
LYZC	124912	ENSG00000141316
LAPTM4B	55353	ENSG00000104341
CDH2	1000	ENSG00000170558
DENND10	404636	ENSG00000119979
CYP11A1	1583	ENSG00000140459
MYH7	4625	ENSG00000092054
PP2D1	151649	ENSG00000183977
CMTM6	54918	ENSG00000091317
DIP2A	23181	ENSG00000160305
RPL23	9349	ENSG00000125691
ROR2	4920	ENSG00000169071
CIB3	117286	ENSG00000141977
MOV10L1	54456	ENSG00000073146
NKX6-3	157848	ENSG00000165066
TRIM23	373	ENSG00000113595
CHRNB3	1142	ENSG00000147432
LSM3	27258	ENSG00000170860
IMMP1L	196294	ENSG00000148950
CPLX3	594855	ENSG00000213578
HEL-S-17	2023	ENSG00000074800
ENO1	2023	ENSG00000074800
RENBP	5973	ENSG00000102032
GOLGA6A	342096	ENSG00000159289
CACUL1	143384	ENSG00000151893
OCEL1	79629	ENSG00000099330
GREB1	9687	ENSG00000196208
PPP1R1B	84152	ENSG00000131771
EFCAB1	79645	ENSG00000034239
MANSC1	54682	ENSG00000111261
SYN2	6854	ENSG00000157152
AAR2	25980	ENSG00000131043
GKAP1	80318	ENSG00000165113
FRAT2	23401	ENSG00000181274
CBLIF	2694	ENSG00000134812
STRA6	64220	ENSG00000137868
TAS2R31	259290	ENSG00000256436
RAB11FIP2	22841	ENSG00000107560
HCFC1	3054	ENSG00000172534
GOLGA1	2800	ENSG00000136935
DEFB132	400830	ENSG00000186458
CLOCK	9575	ENSG00000134852
HMX3	340784	ENSG00000188620
OR5D16	390144	ENSG00000205029
HCN1	348980	ENSG00000164588
C20orf96	140680	ENSG00000196476
OOSP4B	107987155	ENSG00000255393
CD2AP	23607	ENSG00000198087
THTPA	79178	ENSG00000259431
SCGB2A1	4246	ENSG00000124939
FHIP2A	57700	ENSG00000151553
TSPYL5	85453	ENSG00000180543
ABHD8	79575	ENSG00000127220
A2ML1	144568	ENSG00000166535
ZCCHC3	85364	ENSG00000247315
FIBIN	387758	ENSG00000176971
NRSN2	80023	ENSG00000125841
SCGB1D4	404552	ENSG00000197745
KCNS2	3788	ENSG00000156486
AP1G2	8906	ENSG00000213983
PRPF19	27339	ENSG00000110107
SOCS7	30837	ENSG00000274211
TBC1D20	128637	ENSG00000125875
CDO1	1036	ENSG00000129596
RPL17-C18orf32	100526842	ENSG00000215472
LRRCC1	85444	ENSG00000133739
UPF3A	65110	ENSG00000169062
EPM2AIP1	9852	ENSG00000178567
CDRT15L2	256223	ENSG00000214819
FAM53B	9679	ENSG00000189319
CAMSAP1	157922	ENSG00000130559
C17orf78	284099	ENSG00000278505
TMEM187	8269	ENSG00000177854
FBXL4	26235	ENSG00000112234
EPS15L1	58513	ENSG00000127527
FAM24B	196792	ENSG00000213185
TIMM8A	1678	ENSG00000126953
EGFLAM	133584	ENSG00000164318
LIPG	9388	ENSG00000101670
GEN1	348654	ENSG00000178295
GJD3	125111	ENSG00000183153
CXNR	125111	ENSG00000183153
RPL36A	6173	ENSG00000241343
FBXL20	84961	ENSG00000108306
UBE2J1	51465	ENSG00000198833
PRLHR	2834	ENSG00000119973
GRIP2	80852	ENSG00000144596
BTBD16	118663	ENSG00000138152
CSTF3	1479	ENSG00000176102
CHAMP1	283489	ENSG00000198824
RPL36A-HNRNPH2	100529097	ENSG00000257529
ARMC2	84071	ENSG00000118690
HNRNPH2	3188	ENSG00000126945
VSNL1	7447	ENSG00000163032
OAT	4942	ENSG00000065154
CCNQ	92002	ENSG00000262919
CSNK2A1	1457	ENSG00000101266
CYP7A1	1581	ENSG00000167910
ZDHHC20	253832	ENSG00000180776
DYM	54808	ENSG00000141627
CKAP5	9793	ENSG00000175216
MGMT	4255	ENSG00000170430
HACE1	57531	ENSG00000085382
COL5A1	1289	ENSG00000130635
CYP1B1	1545	ENSG00000138061
SFXN2	118980	ENSG00000156398
SLC6A8	6535	ENSG00000130821
UBE2E2	7325	ENSG00000182247
ACOX3	8310	ENSG00000087008
DNAJC28	54943	ENSG00000177692
PLEKHM2	23207	ENSG00000116786
MEX3C	51320	ENSG00000176624
LDAH	60526	ENSG00000118961
GART	2618	ENSG00000159131
STYK1	55359	ENSG00000060140
KIAA1143	57456	ENSG00000163807
PANX2	56666	ENSG00000073150
TCF4	6925	ENSG00000196628
KAT2B	8850	ENSG00000114166
DTWD2	285605	ENSG00000169570
SNX12	29934	ENSG00000147164
TRABD	80305	ENSG00000170638
MTG1	92170	ENSG00000148824
BCAT1	586	ENSG00000060982
MIEN1	84299	ENSG00000141741
KLHL3	26249	ENSG00000146021
FBXO47	494188	ENSG00000204952
FOXO4	4303	ENSG00000184481
CMC1	152100	ENSG00000187118
CXorf65	158830	ENSG00000204165
MATN3	4148	ENSG00000132031
FKBP10	60681	ENSG00000141756
FRG2B	441581	ENSG00000225899
CXNG	2705	ENSG00000169562
GJB1	2705	ENSG00000169562
IKZF5	64376	ENSG00000095574
CA6	765	ENSG00000131686
HS1BP3	64342	ENSG00000118960
RLIM	51132	ENSG00000131263
TUBGCP6	85378	ENSG00000128159
ATP2B2	491	ENSG00000157087
RAD54B	25788	ENSG00000197275
WBP1L	54838	ENSG00000166272
WBP1L	102724307	ENSG00000166272
TENT5A	55603	ENSG00000112773
NEXMIF	340533	ENSG00000050030
TSSK1B	83942	ENSG00000212122
TSSK1	83942	ENSG00000212122
BCCIP	56647	ENSG00000107949
DUSP21	63904	ENSG00000189037
ATAD2B	54454	ENSG00000119778
DIPK2B	79742	ENSG00000147113
BVES	11149	ENSG00000112276
EPB41L4A	64097	ENSG00000129595
SLC6A4	6532	ENSG00000108576
NMNAT1	64802	ENSG00000173614
LOC101059915	101059915	ENSG00000283599
DHRS4	10901	ENSG00000157326
KLRK1	22914	ENSG00000213809
KLRK1	100528032	ENSG00000213809
PRPS1	5631	ENSG00000147224
UBR5	51366	ENSG00000104517
HDAC10	83933	ENSG00000100429
ULK3	25989	ENSG00000140474
CCDC27	148870	ENSG00000162592
INPP5A	3632	ENSG00000068383
FAM229B	619208	ENSG00000203778
CENPC	1060	ENSG00000145241
SOGA3	387104	ENSG00000214338
TMEM122	219990	ENSG00000149507
OOSP2	219990	ENSG00000149507
CHD5	26038	ENSG00000116254
SRBD1	55133	ENSG00000068784
STK38L	23012	ENSG00000211455
CNTF	1270	ENSG00000242689
LRP4	4038	ENSG00000134569
AR	367	ENSG00000169083
FAM184A	79632	ENSG00000111879
RAD50	10111	ENSG00000113522
NDFIP2	54602	ENSG00000102471
SLC15A5	729025	ENSG00000188991
CAPN13	92291	ENSG00000162949
RORB	6096	ENSG00000198963
GYS2	2998	ENSG00000111713
CHST15	51363	ENSG00000182022
SCGB2A2	4250	ENSG00000110484
TCL1A	8115	ENSG00000100721
PCDH19	57526	ENSG00000165194
TAS2R43	259289	ENSG00000255374
TAS2R43	259291	ENSG00000255374
BORCS5	118426	ENSG00000165714
PTPN3	5774	ENSG00000070159
METTL15	196074	ENSG00000169519
TECRL	253017	ENSG00000205678
SON	6651	ENSG00000159140
PRB4	5545	ENSG00000230657
PLVAP	83483	ENSG00000130300
MGST1	4257	ENSG00000008394
LTBP1	4052	ENSG00000049323
MSL1	339287	ENSG00000188895
DOCK9	23348	ENSG00000088387
BMP15	9210	ENSG00000130385
GAGE2E	729428	ENSG00000275113
CHGA	1113	ENSG00000100604
CASP14	23581	ENSG00000105141
DISP3	57540	ENSG00000204624
TACC2	10579	ENSG00000138162
MELK	9833	ENSG00000165304
BDNF	627	ENSG00000176697
PAGE1	8712	ENSG00000068985
ANKLE1	126549	ENSG00000160117
CLEC6A	93978	ENSG00000205846
PAGE4	9506	ENSG00000101951
DPPA3	359787	ENSG00000187569
ITPK1	3705	ENSG00000100605
RARA	5914	ENSG00000131759
NR1B1	5914	ENSG00000131759
FIP1L1	81608	ENSG00000145216
RBMX	27316	ENSG00000147274
MMEL1	79258	ENSG00000142606
LDLRAD3	143458	ENSG00000179241
TAS2R42	353164	ENSG00000186136
MRPL16	54948	ENSG00000166902
SYT10	341359	ENSG00000110975
OR5L1	219437	ENSG00000279395
CCDC86	79080	ENSG00000110104
CSPG4	1464	ENSG00000173546
GPR101	83550	ENSG00000165370
TCEAL1	9338	ENSG00000172465
C15orf39	56905	ENSG00000167173
EPS8	2059	ENSG00000151491
MORF4L2	9643	ENSG00000123562
VTA1	51534	ENSG00000009844
AP3S1	1176	ENSG00000177879
MS4A10	341116	ENSG00000172689
RFXANK	8625	ENSG00000064490
NEU3	10825	ENSG00000162139
LIPC	3990	ENSG00000166035
DONSON	29980	ENSG00000159147
MOAP1	64112	ENSG00000165943
NT5DC1	221294	ENSG00000178425
TMEM51	55092	ENSG00000171729
TMEM251	26175	ENSG00000153485
GON7	84520	ENSG00000170270
LIN7C	55327	ENSG00000148943
TMEM31	203562	ENSG00000179363
UBR7	55148	ENSG00000012963
XYLB	9942	ENSG00000093217
ARRDC3	57561	ENSG00000113369
SLC25A53	401612	ENSG00000269743
PLP2	5355	ENSG00000102007
TESMIN	9633	ENSG00000132749
TPD52L1	7164	ENSG00000111907
PRICKLE3	4007	ENSG00000012211
LMO6	4007	ENSG00000012211
LIMCH1	22998	ENSG00000064042
TTLL10	254173	ENSG00000162571
CCR7	1236	ENSG00000126353
SLC25A46	91137	ENSG00000164209
SYT12	91683	ENSG00000173227
TOP3A	7156	ENSG00000177302
ALKBH1	8846	ENSG00000100601
EYA1	2138	ENSG00000104313
CACNA1F	778	ENSG00000102001
STOML1	9399	ENSG00000067221
FBXO42	54455	ENSG00000037637
TMEM50B	757	ENSG00000142188
SLIRP	81892	ENSG00000119705
ALDH4A1	8659	ENSG00000159423
CAPN14	440854	ENSG00000214711
MAPK12	6300	ENSG00000188130
MUC15	143662	ENSG00000169550
LMNB1	4001	ENSG00000113368
ADCK1	57143	ENSG00000063761
IL10RB	3588	ENSG00000243646
OR10H4	126541	ENSG00000176231
PLEKHB1	58473	ENSG00000021300
SLC52A3	113278	ENSG00000101276
MSH2	4436	ENSG00000095002
GTPBP3	84705	ENSG00000130299
ARFGEF2	10564	ENSG00000124198
INIP	58493	ENSG00000148153
RERE	473	ENSG00000142599
ETV4	2118	ENSG00000175832
CNTN6	27255	ENSG00000134115
AP4E1	23431	ENSG00000081014
IFNGR2	3460	ENSG00000159128
NREP	9315	ENSG00000134986
TMEM151B	441151	ENSG00000178233
SAV1	60485	ENSG00000151748
ADGRF1	266977	ENSG00000153292
EHMT1	79813	ENSG00000181090
PRICKLE1	144165	ENSG00000139174
PYGL	5836	ENSG00000100504
MAPK11	5600	ENSG00000185386
VPS26C	10311	ENSG00000157538
SRCIN1	80725	ENSG00000277363
CCDC22	28952	ENSG00000101997
TRMT11	60487	ENSG00000066651
TTC3	7267	ENSG00000182670
FAM210B	116151	ENSG00000124098
MYRIP	25924	ENSG00000170011
AURKA	6790	ENSG00000087586
ATP8B4	79895	ENSG00000104043
ABHD12B	145447	ENSG00000131969
C22orf39	128977	ENSG00000242259
PPP1R3F	89801	ENSG00000049769
ZNF182	7569	ENSG00000147118
IL9	3578	ENSG00000145839
MEI1	150365	ENSG00000167077
KCNK17	89822	ENSG00000124780
PNMT	5409	ENSG00000141744
ANO8	57719	ENSG00000074855
ZNF630	57232	ENSG00000221994
CLCN6	1185	ENSG00000011021
LASP1	3927	ENSG00000002834
TGFBI	7045	ENSG00000120708
COL21A1	81578	ENSG00000124749
DLST	1743	ENSG00000119689
GDF7	151449	ENSG00000143869
XDH	7498	ENSG00000158125
SREBF2	6721	ENSG00000198911
PARP11	57097	ENSG00000111224
CDK5R1	8851	ENSG00000176749
FAM32A	26017	ENSG00000105058
FGF3	2248	ENSG00000186895
FGF5C	2248	ENSG00000186895
CSTF2	1478	ENSG00000101811
VAV2	7410	ENSG00000160293
GSDMA	284110	ENSG00000167914
POLD3	10714	ENSG00000077514
BABAM1	29086	ENSG00000105393
HSPC142	29086	ENSG00000105393
MAP1A	4130	ENSG00000166963
CELA2A	63036	ENSG00000142615
CRACR2A	84766	ENSG00000130038
ORMDL3	94103	ENSG00000172057
LOXL1	4016	ENSG00000129038
ITGB2	3689	ENSG00000160255
SATL1	340562	ENSG00000184788
PRKCE	5581	ENSG00000171132
RPS6KL1	83694	ENSG00000198208
BHMT2	23743	ENSG00000132840
IGDCC4	57722	ENSG00000103742
CELA2B	51032	ENSG00000215704
UBQLN2	29978	ENSG00000188021
SLITRK2	84631	ENSG00000185985
P3H4	10609	ENSG00000141696
PRRG1	5638	ENSG00000130962
TNFRSF13C	115650	ENSG00000159958
RERG	85004	ENSG00000134533
CENPM	79019	ENSG00000100162
C22orf18	79019	ENSG00000100162
DNAJC5B	85479	ENSG00000147570
SMIM32	389332	ENSG00000271824
EDIL3	10085	ENSG00000164176
RER1	11079	ENSG00000157916
RFTN1	23180	ENSG00000131378
PRPS2	5634	ENSG00000101911
PTDSS1	9791	ENSG00000156471
PGF	5228	ENSG00000119630
ZNF280D	54816	ENSG00000285253
PHAX	51808	ENSG00000164902
DERA	51071	ENSG00000023697
LMAN1L	79748	ENSG00000140506
LHCGR	3973	ENSG00000138039
TNS4	84951	ENSG00000131746
NIM1K	167359	ENSG00000177453
LINC00634	339674	ENSG00000205704
WBP2NL	164684	ENSG00000183066
TMEM250	90120	ENSG00000238227
TAF1D	79101	ENSG00000166012
JOSD3	79101	ENSG00000166012
ATRX	546	ENSG00000085224
SETX	23064	ENSG00000107290
COPRS	55352	ENSG00000172301
RIOK2	55781	ENSG00000058729
EIF2B2	8892	ENSG00000119718
PANK4	55229	ENSG00000157881
NAGA	4668	ENSG00000198951
GPATCH8	23131	ENSG00000186566
MNS1	55329	ENSG00000138587
KCNG3	170850	ENSG00000171126
PTGES	9536	ENSG00000148344
TNFRSF11B	4982	ENSG00000164761
MLH3	27030	ENSG00000119684
BCL2L14	79370	ENSG00000121380
GALK2	2585	ENSG00000156958
TSSK6	83983	ENSG00000178093
TTF1	7270	ENSG00000125482
CMTM8	152189	ENSG00000170293
NDUFA13	51079	ENSG00000186010
IRX1	79192	ENSG00000170549
STRN	6801	ENSG00000115808
CSTF1	1477	ENSG00000101138
PRR16	51334	ENSG00000184838
CHCHD4	131474	ENSG00000163528
AOC3	8639	ENSG00000131471
LECT2	3950	ENSG00000145826
HBS1L	10767	ENSG00000112339
PHETA2	150368	ENSG00000177096
NCAN	1463	ENSG00000130287
CSPG3	1463	ENSG00000130287
BRD3OS	266655	ENSG00000235106
GRM7	2917	ENSG00000196277
CCDC134	79879	ENSG00000100147
VPS13D	55187	ENSG00000048707
SMCR8	140775	ENSG00000176994
PICALM	8301	ENSG00000073921
SNAI2	6591	ENSG00000019549
HABP2	3026	ENSG00000148702
RALGPS1	9649	ENSG00000136828
FAM83G	644815	ENSG00000188522
CENPA	1058	ENSG00000115163
HMGXB4	10042	ENSG00000100281
CDH6	1004	ENSG00000113361
MTBP	27085	ENSG00000172167
PCED1B	91523	ENSG00000179715
FAM113B	91523	ENSG00000179715
RTF2	51507	ENSG00000022277
SUGP1	57794	ENSG00000105705
KCNK18	338567	ENSG00000186795
NT5C3B	115024	ENSG00000141698
NKX1-2	390010	ENSG00000229544
LHPP	64077	ENSG00000107902
B4GALNT3	283358	ENSG00000139044
ACYP1	97	ENSG00000119640
HOMER1	9456	ENSG00000152413
EFEMP1	2202	ENSG00000115380
C14orf140	79696	ENSG00000119703
ZC2HC1C	79696	ENSG00000119703
DHX32	55760	ENSG00000089876
MTERF3	51001	ENSG00000156469
TMED10	10972	ENSG00000170348
MCM5	4174	ENSG00000100297
SLC38A4	55089	ENSG00000139209
KRTAP26-1	388818	ENSG00000197683
KRTAP27-1	643812	ENSG00000206107
KRTAP13-2	337959	ENSG00000182816
KRTAP13-1	140258	ENSG00000198390
KRTAP15-1	254950	ENSG00000186970
KRTAP19-1	337882	ENSG00000184351
KRTAP19-2	337969	ENSG00000186965
SERPINA4	5267	ENSG00000100665
KRTAP19-3	337970	ENSG00000244025
FGD5	152273	ENSG00000154783
KRTAP19-4	337971	ENSG00000186967
KRTAP19-5	337972	ENSG00000186977
HTRA1	5654	ENSG00000166033
KRTAP19-6	337973	ENSG00000186925
KRTAP19-7	337974	ENSG00000244362
KRTAP22-2	100288287	ENSG00000206106
FSTL4	23105	ENSG00000053108
KRTAP22-1	337979	ENSG00000186924
KRTAP20-1	337975	ENSG00000244624
KRTAP20-4	100151643	ENSG00000206105
KRTAP20-2	337976	ENSG00000184032
KRTAP20-3	337985	ENSG00000206104
KRTAP21-3	100288323	ENSG00000231068
KRTAP21-2	337978	ENSG00000187026
KRTAP21-1	337977	ENSG00000187005
KRTAP23-1	337963	ENSG00000186980
KRTAP13-3	337960	ENSG00000240432
MVB12B	89853	ENSG00000196814
C9orf28	89853	ENSG00000196814
TIAM1	7074	ENSG00000156299
DSCC1	79075	ENSG00000136982
SERPINA5	5104	ENSG00000188488
